CSX,CSY,IsFixated,State,TimeStamp, ,Result
777.7464, 451.4307,TRUE,7,43:29.3,,Fixation
777.7234, 451.6037,TRUE,7,43:29.4,,Fixation
779.4206, 450.2485,TRUE,7,43:29.4,,Fixation
778.7248, 450.9917,TRUE,7,43:29.4,,Fixation
778.071, 451.567,TRUE,7,43:29.5,,Fixation
776.5776, 451.5345,TRUE,7,43:29.5,,Fixation
775.899, 452.1351,TRUE,7,43:29.5,,Fixation
774.8239, 450.6264,TRUE,7,43:29.5,,Fixation
774.618, 449.2491,TRUE,7,43:29.6,,Fixation
773.0397, 450.0349,TRUE,7,43:29.6,,Fixation
772.2942, 449.8772,TRUE,7,43:29.6,,Fixation
772.0313, 451.2411,TRUE,7,43:29.6,,Fixation
772.4876, 449.5401,TRUE,7,43:29.7,,Fixation
771.8821, 450.2348,TRUE,7,43:29.7,,Fixation
772.4557, 450.6049,TRUE,7,43:29.7,,Fixation
771.1671, 451.3057,TRUE,7,43:29.7,,Fixation
770.5535, 452.7237,TRUE,7,43:29.7,,Fixation
770.0695, 452.3899,TRUE,7,43:29.8,,Fixation
769.1747, 452.8479,TRUE,7,43:29.8,,Fixation
770.8674, 452.4489,TRUE,7,43:29.8,,Fixation
769.1779, 451.5283,TRUE,7,43:29.8,,Fixation
775.9527, 454.5294,TRUE,7,43:29.8,,Fixation
780.912, 455.8349,TRUE,7,43:29.9,,Fixation
789.8363, 457.0622,TRUE,7,43:29.9,,Fixation
786.0497, 456.2779,TRUE,7,43:29.9,,Fixation
793.1908, 458.4907,TRUE,7,43:29.9,,Fixation
797.5965, 459.0428,TRUE,7,43:29.9,,Fixation
801.1966, 460.4547,TRUE,7,43:29.9,,Fixation
804.9718, 461.6125,TRUE,7,43:30.0,,Fixation
808.6786, 463.1782,TRUE,7,43:30.0,,Fixation
812.5865, 465.8562,TRUE,7,43:30.0,,Fixation
815.2646, 467.3625,TRUE,7,43:30.0,,Fixation
817.7012, 468.5938,TRUE,7,43:30.1,,Fixation
820.6255, 470.1976,TRUE,7,43:30.1,,Fixation
823.4562, 471.2018,TRUE,7,43:30.1,,Fixation
830.64, 473.976,TRUE,7,43:30.2,,Fixation
828.4976, 472.6339,TRUE,7,43:30.2,,Fixation
831.5989, 475.0745,TRUE,7,43:30.2,,Fixation
639.4798, 542.8264,FALSE,7,43:30.2,,Saccade
647.0691, 563.3039,FALSE,7,43:30.3,,Saccade
636.8457, 552.1611,FALSE,7,43:30.3,,Saccade
636.7155, 549.2485,FALSE,7,43:30.3,,Saccade
635.3766, 554.4412,FALSE,7,43:30.3,,Fixation
633.5655, 557.0726,FALSE,7,43:30.3,,Fixation
630.5954, 555.8143,TRUE,7,43:30.4,,Fixation
630.6303, 555.5956,TRUE,7,43:30.4,,Fixation
631.9527, 556.9427,TRUE,7,43:30.4,,Fixation
631.2327, 558.9286,TRUE,7,43:30.4,,Fixation
629.8643, 559.6074,TRUE,7,43:30.4,,Fixation
628.5771, 557.6439,TRUE,7,43:30.4,,Fixation
627.9778, 558.0247,TRUE,7,43:30.5,,Fixation
628.3798, 560.5601,TRUE,7,43:30.5,,Fixation
626.7137, 562.2418,TRUE,7,43:30.5,,Fixation
626.5751, 562.7219,TRUE,7,43:30.5,,Fixation
628.7304, 563.0187,TRUE,7,43:30.5,,Fixation
847.5076, 523.1602,FALSE,7,43:30.6,,Saccade
638.1634, 560.6107,TRUE,7,43:30.5,,Fixation
814.5367, 530.5059,FALSE,7,43:30.6,,Saccade
810.4114, 532.1335,FALSE,7,43:30.6,,Saccade
809.5251, 532.0842,FALSE,7,43:30.6,,Saccade
813.3137, 535.1574,FALSE,7,43:30.6,,Saccade
815.033, 535.2075,FALSE,7,43:30.7,,Saccade
816.689, 536.7686,TRUE,7,43:30.7,,Fixation
817.4129, 533.2739,TRUE,7,43:30.7,,Fixation
817.8964, 532.0126,TRUE,7,43:30.7,,Fixation
818.1391, 531.261,TRUE,7,43:30.7,,Fixation
817.5716, 532.6276,TRUE,7,43:30.7,,Fixation
817.8076, 533.2752,TRUE,7,43:30.8,,Fixation
817.2863, 532.6196,TRUE,7,43:30.8,,Fixation
818.24, 532.4915,TRUE,7,43:30.8,,Fixation
819.2679, 531.3802,TRUE,7,43:30.8,,Fixation
819.2301, 530.8479,TRUE,7,43:30.8,,Fixation
818.4476, 531.7084,TRUE,7,43:30.8,,Fixation
818.5, 530.7781,TRUE,7,43:30.9,,Fixation
819.1107, 530.5667,TRUE,7,43:31.0,,Fixation
818.2629, 530.6423,TRUE,7,43:31.0,,Fixation
818.6711, 530.444,TRUE,7,43:31.1,,Fixation
819.0351, 529.8732,TRUE,7,43:31.1,,Fixation
826.7517, 529.5047,TRUE,4,43:31.4,,Fixation
827.4448, 528.1694,TRUE,7,43:31.4,,Fixation
829.5837, 524.3562,TRUE,7,43:31.5,,Fixation
830.9979, 519.1218,TRUE,7,43:31.6,,Fixation
835.1168, 514.2814,TRUE,7,43:31.6,,Fixation
833.6027, 514.7753,TRUE,7,43:31.6,,Fixation
835.7657, 512.156,TRUE,7,43:31.6,,Fixation
835.3044, 510.6589,TRUE,7,43:31.6,,Fixation
835.7041, 509.0908,TRUE,7,43:31.7,,Fixation
836.3203, 507.8354,TRUE,7,43:31.7,,Fixation
836.4077, 506.227,TRUE,7,43:31.7,,Fixation
836.6895, 506.224,TRUE,7,43:31.7,,Fixation
837.0143, 505.4491,TRUE,7,43:31.8,,Fixation
835.9354, 502.6894,TRUE,7,43:31.8,,Fixation
835.6025, 500.9507,TRUE,7,43:31.8,,Fixation
836.2834, 498.7115,TRUE,7,43:31.9,,Fixation
835.7349, 501.4694,TRUE,7,43:31.9,,Fixation
836.018, 498.7228,TRUE,7,43:31.9,,Fixation
828.1517, 496.2699,TRUE,7,43:32.0,,Fixation
833.0912, 498.5208,TRUE,7,43:32.0,,Fixation
824.0036, 495.1233,TRUE,7,43:32.0,,Fixation
817.0956, 494.4291,TRUE,7,43:32.0,,Fixation
811.9159, 494.5708,TRUE,7,43:32.0,,Fixation
747.099, 483.0544,FALSE,7,43:32.1,,Saccade
749.6031, 482.0513,FALSE,7,43:32.1,,Saccade
746.3547, 489.4508,FALSE,7,43:32.2,,Saccade
752.2286, 498.8099,FALSE,7,43:32.2,,Saccade
755.9208, 534.4509,FALSE,7,43:32.3,,Saccade
697.7229, 786.1653,FALSE,7,43:32.3,,Saccade
749.9893, 832.2149,FALSE,7,43:32.3,,Saccade
746.6291, 835.6359,FALSE,7,43:32.4,,Saccade
746.0048, 832.2335,FALSE,7,43:32.4,,Saccade
744.3483, 831.7271,FALSE,7,43:32.4,,Saccade
743.0626, 557.9668,FALSE,7,43:32.5,,Saccade
743.2231, 341.4943,FALSE,7,43:32.5,,Saccade
743.1024, 328.3931,FALSE,7,43:32.5,,Saccade
744.1978, 312.9722,FALSE,7,43:32.5,,Saccade
742.0163, 309.7721,FALSE,7,43:32.6,,Saccade
742.5308, 305.8263,FALSE,7,43:32.6,,Saccade
730.9741, 280.0791,FALSE,7,43:32.7,,Saccade
736.7503, 297.9148,FALSE,7,43:32.8,,Fixation
740.5109, 294.829,FALSE,7,43:32.7,,Fixation
733.3807, 301.0015,FALSE,7,43:32.8,,Fixation
733.8398, 299.6664,FALSE,7,43:32.8,,Fixation
737.0215, 296.7711,TRUE,7,43:32.9,,Fixation
736.6461, 293.8985,TRUE,7,43:32.9,,Fixation
737.1139, 294.0629,TRUE,7,43:32.9,,Fixation
735.8583, 295.8551,TRUE,7,43:32.9,,Fixation
581.2109, 437.283,FALSE,7,43:32.9,,Saccade
489.0682, 582.8467,FALSE,7,43:33.0,,Saccade
481.0197, 625.951,FALSE,7,43:33.0,,Saccade
473.0345, 650.8951,FALSE,7,43:33.0,,Saccade
476.5155, 637.4034,FALSE,7,43:33.0,,Saccade
460.1644, 696.6813,FALSE,7,43:33.0,,Saccade
466.2094, 686.2369,FALSE,7,43:33.1,,Saccade
463.7536, 694.1539,FALSE,7,43:33.1,,Saccade
470.601, 686.8353,FALSE,7,43:33.1,,Saccade
473.7674, 687.0316,FALSE,7,43:33.1,,Saccade
473.9541, 688.9639,TRUE,7,43:33.2,,Fixation
474.0013, 687.9308,TRUE,7,43:33.2,,Fixation
474.5514, 681.6226,TRUE,7,43:33.2,,Fixation
472.8571, 675.7109,TRUE,7,43:33.2,,Fixation
473.3751, 666.6204,TRUE,7,43:33.3,,Fixation
474.8616, 663.7264,TRUE,7,43:33.4,,Fixation
475.0265, 660.4103,TRUE,7,43:33.4,,Fixation
476.9349, 655.4474,TRUE,7,43:33.4,,Fixation
476.6389, 654.6409,TRUE,7,43:33.4,,Fixation
476.7697, 653.3109,TRUE,7,43:33.4,,Fixation
476.4359, 650.8414,TRUE,7,43:33.5,,Fixation
476.3801, 652.1743,TRUE,7,43:33.5,,Fixation
326.1199, 456.4001,FALSE,7,43:33.5,,Saccade
337.2362, 454.0364,FALSE,7,43:33.5,,Saccade
333.6017, 470.073,FALSE,7,43:33.6,,Saccade
336.7834, 476.5186,TRUE,7,43:33.7,,Fixation
337.2226, 475.7406,TRUE,7,43:33.7,,Fixation
335.7922, 478.3059,TRUE,7,43:33.7,,Fixation
328.1029, 477.6286,TRUE,7,43:33.7,,Fixation
316.075, 472.0163,TRUE,7,43:33.7,,Fixation
173.0588, 435.8978,FALSE,7,43:33.8,,Saccade
180.2939, 419.2546,FALSE,7,43:33.8,,Saccade
181.9625, 417.9391,FALSE,7,43:33.8,,Saccade
184.027, 410.9225,FALSE,7,43:33.8,,Saccade
182.6768, 417.6803,FALSE,7,43:33.9,,Saccade
178.3392, 417.2757,FALSE,7,43:33.9,,Fixation
176.3976, 415.6297,TRUE,7,43:33.9,,Fixation
178.1723, 412.8004,TRUE,7,43:34.0,,Fixation
177.3308, 412.5644,TRUE,7,43:34.0,,Fixation
178.6481, 415.5782,TRUE,7,43:34.0,,Fixation
178.6998, 414.7458,TRUE,7,43:34.0,,Fixation
176.7635, 413.9712,TRUE,7,43:34.0,,Fixation
176.8309, 415.6181,TRUE,7,43:34.0,,Fixation
177.1552, 417.3203,TRUE,7,43:34.1,,Fixation
176.7824, 416.7996,TRUE,7,43:34.1,,Fixation
176.1684, 417.7017,TRUE,7,43:34.1,,Fixation
175.5332, 417.2237,TRUE,7,43:34.1,,Fixation
174.3271, 416.3705,TRUE,7,43:34.1,,Fixation
173.8124, 415.1444,TRUE,7,43:34.2,,Fixation
172.9776, 413.1823,TRUE,7,43:34.2,,Fixation
173.0893, 411.0507,TRUE,7,43:34.2,,Fixation
172.3891, 411.9561,TRUE,7,43:34.2,,Fixation
336.0725, 413.433,FALSE,7,43:34.3,,Saccade
684.4899, 445.2915,FALSE,7,43:34.3,,Saccade
836.8035, 448.7118,FALSE,7,43:34.3,,Saccade
957.1358, 460.1211,FALSE,7,43:34.3,,Saccade
1033.9628, 463.6468,FALSE,7,43:34.3,,Saccade
1078.4015, 470.0833,FALSE,7,43:34.4,,Saccade
1242.2006, 486.4478,FALSE,7,43:34.4,,Saccade
1256.0947, 497.8134,FALSE,7,43:34.4,,Saccade
1249.1388, 492.1234,FALSE,7,43:34.4,,Saccade
1249.7986, 490.3199,FALSE,7,43:34.4,,Saccade
1251.5765, 490.8224,FALSE,7,43:34.4,,Fixation
1256.2571, 492.0773,TRUE,7,43:34.5,,Fixation
1259.062, 492.1091,TRUE,7,43:34.5,,Fixation
1260.073, 493.5992,TRUE,7,43:34.6,,Fixation
1259.2471, 492.5638,TRUE,7,43:34.6,,Fixation
1260.6155, 490.0428,TRUE,7,43:34.6,,Fixation
1259.5032, 490.2884,TRUE,7,43:34.6,,Fixation
1258.9087, 490.8908,TRUE,7,43:34.6,,Fixation
1258.1716, 489.8586,TRUE,7,43:34.7,,Fixation
1257.9447, 488.8023,TRUE,7,43:34.7,,Fixation
1257.751, 489.774,TRUE,7,43:34.7,,Fixation
1258.5919, 490.7548,TRUE,7,43:34.7,,Fixation
1258.9318, 491.1377,TRUE,7,43:34.7,,Fixation
1258.9329, 488.7215,TRUE,7,43:34.8,,Fixation
1258.965, 489.0698,TRUE,7,43:34.8,,Fixation
1432.8929, 678.2128,FALSE,7,43:34.8,,Saccade
1405.9338, 698.3987,FALSE,7,43:34.9,,Fixation
1403.0752, 699.7051,FALSE,7,43:34.9,,Fixation
1404.2158, 701.7036,FALSE,7,43:34.9,,Fixation
1401.6914, 706.4514,TRUE,7,43:35.0,,Fixation
1400.584, 704.5487,FALSE,7,43:34.9,,Saccade
1145.4744, 731.2936,FALSE,7,43:35.0,,Saccade
823.9608, 730.8774,FALSE,7,43:35.0,,Saccade
557.5619, 727.2995,FALSE,7,43:35.0,,Saccade
466.4416, 726.5347,FALSE,7,43:35.0,,Saccade
419.1495, 729.4349,FALSE,7,43:35.1,,Saccade
390.4129, 727.5879,FALSE,7,43:35.1,,Saccade
271.9886, 727.7886,FALSE,7,43:35.1,,Fixation
273.0755, 730.4315,FALSE,7,43:35.1,,Fixation
268.6218, 727.9092,FALSE,7,43:35.2,,Fixation
271.4379, 729.3434,FALSE,7,43:35.2,,Fixation
272.9787, 728.4974,FALSE,7,43:35.2,,Fixation
273.3753, 731.5096,FALSE,7,43:35.2,,Fixation
274.7462, 727.3201,TRUE,7,43:35.2,,Fixation
270.6606, 725.9223,TRUE,7,43:35.3,,Fixation
269.7994, 726.728,TRUE,7,43:35.3,,Fixation
614.6453, 617.5858,FALSE,7,43:35.4,,Saccade
626.0731, 590.7771,FALSE,7,43:35.4,,Saccade
630.1713, 591.0281,FALSE,7,43:35.4,,Saccade
645.9305, 600.6714,FALSE,4,43:35.5,,Saccade
1478.0028, 614.9105,FALSE,4,43:35.6,,Saccade
1451.8656, 631.1504,FALSE,4,43:35.7,,Saccade
1333.1147, 616.1791,FALSE,7,43:35.9,,Saccade
1299.7474, 611.4748,FALSE,7,43:35.9,,Saccade
1279.4872, 607.5575,FALSE,7,43:35.9,,Saccade
1244.8552, 592.6674,FALSE,7,43:35.9,,Saccade
1220.606, 574.1715,FALSE,7,43:36.0,,Saccade
1214.53, 582.4436,FALSE,7,43:36.0,,Saccade
1216.9895, 582.2225,FALSE,7,43:36.0,,Saccade
1216.0238, 584.9607,FALSE,7,43:36.0,,Saccade
1212.9319, 587.4153,FALSE,7,43:36.1,,Saccade
1201.5006, 589.8707,TRUE,7,43:36.1,,Fixation
802.4412, 644.46,FALSE,7,43:36.1,,Saccade
678.8643, 659.7011,FALSE,7,43:36.1,,Saccade
688.0342, 659.3826,FALSE,7,43:36.1,,Saccade
690.9855, 658.0742,FALSE,7,43:36.2,,Saccade
685.9393, 660.9371,FALSE,7,43:36.2,,Saccade
683.9626, 654.6552,TRUE,7,43:36.2,,Fixation
684.6243, 652.3649,TRUE,7,43:36.2,,Fixation
683.6984, 651.4881,TRUE,7,43:36.3,,Fixation
681.1038, 651.1376,TRUE,7,43:36.3,,Fixation
681.4797, 649.9292,TRUE,7,43:36.3,,Fixation
682.0521, 649.2953,TRUE,7,43:36.3,,Fixation
682.2269, 649.1154,TRUE,7,43:36.3,,Fixation
684.5414, 650.1143,TRUE,7,43:36.4,,Fixation
684.4921, 650.4106,TRUE,7,43:36.4,,Fixation
685.2302, 649.2874,TRUE,7,43:36.4,,Fixation
686.7854, 647.5917,TRUE,7,43:36.5,,Fixation
686.4125, 648.2307,TRUE,7,43:36.5,,Fixation
691.5994, 644.0626,TRUE,7,43:36.5,,Fixation
697.6231, 638.7303,TRUE,7,43:36.5,,Fixation
703.0425, 633.7347,TRUE,7,43:36.6,,Fixation
709.0565, 629.7215,TRUE,7,43:36.6,,Fixation
713.764, 625.0397,TRUE,7,43:36.6,,Fixation
717.022, 622.3264,TRUE,7,43:36.7,,Fixation
721.7596, 618.572,TRUE,7,43:36.7,,Fixation
728.8024, 611.8634,TRUE,7,43:36.7,,Fixation
731.8508, 607.037,TRUE,7,43:36.7,,Fixation
739.1724, 601.3807,TRUE,7,43:36.8,,Fixation
742.3877, 597.3566,TRUE,7,43:36.8,,Fixation
745.9758, 593.5066,TRUE,7,43:36.8,,Fixation
807.6477, 281.5202,FALSE,7,43:36.8,,Saccade
796.4291, 84.0542,FALSE,7,43:36.9,,Saccade
794.9283, 98.7181,FALSE,7,43:36.9,,Saccade
791.4642, 102.0911,FALSE,7,43:36.9,,Saccade
788.1321, 104.9297,FALSE,7,43:37.0,,Saccade
779.7042, 122.3002,FALSE,7,43:37.0,,Saccade
654.1066, 393.0531,FALSE,7,43:37.0,,Saccade
609.902, 522.4774,FALSE,7,43:37.0,,Saccade
562.065, 610.0056,FALSE,4,43:37.1,,Saccade
576.4986, 582.6145,FALSE,4,43:37.1,,Saccade
590.9277, 634.036,FALSE,4,43:37.1,,Saccade
705.3406, 726.013,FALSE,4,43:37.1,,Saccade
839.8769, 661.2639,FALSE,4,43:37.4,,Saccade
828.9291, 670.8718,FALSE,4,43:37.6,,Saccade
829.6034, 679.0785,FALSE,4,43:37.6,,Saccade
825.5505, 678.3915,FALSE,4,43:37.6,,Saccade
828.8802, 675.2197,FALSE,4,43:37.7,,Saccade
828.9423, 674.8727,TRUE,4,43:37.8,,Fixation
831.0852, 675.1637,TRUE,4,43:37.8,,Fixation
817.5338, 674.9697,TRUE,7,43:38.0,,Fixation
805.2261, 674.3508,TRUE,7,43:38.0,,Fixation
830.7833, 676.4606,TRUE,4,43:37.9,,Fixation
789.2875, 673.5098,TRUE,7,43:38.0,,Fixation
770.0798, 673.0315,TRUE,7,43:38.1,,Fixation
780.7518, 672.9008,TRUE,7,43:38.0,,Fixation
764.4936, 670.8152,TRUE,7,43:38.1,,Fixation
759.0766, 672.0054,TRUE,7,43:38.1,,Fixation
755.4566, 671.7986,TRUE,7,43:38.1,,Fixation
749.1041, 669.1379,TRUE,7,43:38.1,,Fixation
734.394, 662.1431,TRUE,7,43:38.2,,Fixation
727.8624, 659.9861,TRUE,7,43:38.2,,Fixation
722.0436, 657.5181,TRUE,7,43:38.2,,Fixation
718.4463, 654.444,TRUE,4,43:38.2,,Fixation
716.6036, 650.4316,TRUE,4,43:38.2,,Fixation
711.9316, 647.3114,TRUE,4,43:38.3,,Fixation
901.3228, 759.1229,FALSE,4,43:38.7,,Saccade
910.0817, 759.1755,FALSE,4,43:38.7,,Saccade
905.0415, 746.5312,FALSE,4,43:38.8,,Saccade
861.0609, 701.0121,FALSE,4,43:38.8,,Saccade
852.2235, 666.5121,FALSE,4,43:38.9,,Saccade
841.8622, 645.9922,FALSE,4,43:38.9,,Saccade
837.6259, 634.994,TRUE,4,43:38.9,,Fixation
801.7571, 577.3646,FALSE,4,43:39.0,,Saccade
817.6911, 553.8868,FALSE,4,43:39.1,,Saccade
759.9483, 554.2922,FALSE,7,43:39.1,,Saccade
748.6462, 557.2051,FALSE,7,43:39.1,,Saccade
739.2861, 561.4219,FALSE,7,43:39.2,,Saccade
913.2014, 651.6748,FALSE,4,43:39.3,,Saccade
979.3704, 601.8899,FALSE,4,43:39.4,,Saccade
901.7962, 577.8217,FALSE,7,43:39.5,,Saccade
876.1292, 570.8126,FALSE,7,43:39.5,,Saccade
861.4134, 567.2415,FALSE,7,43:39.5,,Fixation
856.296, 564.0252,TRUE,7,43:39.6,,Fixation
26.1285, 881.7258,FALSE,4,43:39.6,,Saccade
27.6157, 812.5881,FALSE,4,43:39.6,,Saccade
18.7773, 610.6866,FALSE,4,43:39.8,,Saccade
285.1877, 535.1454,FALSE,4,43:41.0,,Saccade
408.0628, 463.3852,FALSE,4,43:41.2,,Saccade
490.5851, 422.5297,FALSE,4,43:41.2,,Saccade
755.9518, 280.503,FALSE,4,43:41.3,,Saccade
