CRX,CRY,IsFixated,State,TimeStamp, ,Result
772.1046, 458.8804,TRUE,7,43:29.3,,Fixation
780.6328, 449.2962,TRUE,7,43:29.4,,Fixation
805.6972, 423.2777,TRUE,7,43:29.4,,Fixation
765.9388, 463.2815,TRUE,7,43:29.4,,Fixation
773.0287, 451.1416,TRUE,7,43:29.5,,Fixation
759.0951, 450.4557,TRUE,7,43:29.5,,Fixation
767.8795, 461.6015,TRUE,7,43:29.5,,Fixation
761.5719, 426.0854,TRUE,7,43:29.5,,Fixation
773.099, 426.5438,TRUE,7,43:29.6,,Fixation
769.4878, 439.8687,TRUE,7,43:29.6,,Fixation
764.5723, 448.5313,TRUE,7,43:29.6,,Fixation
770.4545, 472.6586,TRUE,7,43:29.6,,Fixation
786.0819, 425.6028,TRUE,7,43:29.7,,Fixation
763.5685, 463.3662,TRUE,7,43:29.7,,Fixation
785.9249, 454.0903,TRUE,7,43:29.7,,Fixation
752.5544, 465.9082,TRUE,7,43:29.7,,Fixation
763.9264, 475.3711,TRUE,7,43:29.7,,Fixation
752.4702, 468.1141,TRUE,7,43:29.8,,Fixation
756.5731, 458.3458,TRUE,7,43:29.8,,Fixation
800.2007, 462.9047,TRUE,7,43:29.8,,Fixation
772.76, 432.2135,TRUE,7,43:29.8,,Fixation
857.8238, 488.3112,TRUE,7,43:29.8,,Fixation
851.9822, 475.6978,TRUE,7,43:29.9,,Fixation
837.4669, 464.376,TRUE,7,43:29.9,,Fixation
857.2178, 460.3569,TRUE,7,43:29.9,,Fixation
836.5352, 470.4001,TRUE,7,43:29.9,,Fixation
846.824, 465.2056,TRUE,7,43:29.9,,Fixation
837.0802, 477.3233,TRUE,7,43:29.9,,Fixation
839.4624, 473.6123,TRUE,7,43:30.0,,Fixation
842.9655, 483.4093,TRUE,7,43:30.0,,Fixation
847.8357, 495.2572,TRUE,7,43:30.0,,Fixation
832.839, 477.4229,TRUE,7,43:30.0,,Fixation
829.3834, 484.5251,TRUE,7,43:30.1,,Fixation
842.3925, 483.7368,TRUE,7,43:30.1,,Fixation
842.8917, 476.916,TRUE,7,43:30.1,,Fixation
840.0524, 489.1738,TRUE,7,43:30.2,,Fixation
848.3591, 457.7543,TRUE,7,43:30.2,,Fixation
828.0404, 484.0188,TRUE,7,43:30.2,,Fixation
639.4798, 542.8264,FALSE,7,43:30.2,,Saccade
647.0691, 563.3039,FALSE,7,43:30.3,,Saccade
626.6483, 541.0469,FALSE,7,43:30.3,,Saccade
636.5083, 543.5164,FALSE,7,43:30.3,,Saccade
631.4603, 569.935,FALSE,7,43:30.3,,Saccade
626.549, 567.3411,FALSE,7,43:30.3,,Saccade
616.3298, 549.5082,TRUE,7,43:30.4,,Fixation
631.2198, 554.2415,TRUE,7,43:30.4,,Fixation
641.1266, 565.8459,TRUE,7,43:30.4,,Fixation
626.0072, 573.5972,TRUE,7,43:30.4,,Fixation
618.7618, 564.6984,TRUE,7,43:30.4,,Fixation
617.4099, 539.1202,TRUE,7,43:30.4,,Fixation
622.9025, 561.606,TRUE,7,43:30.5,,Fixation
633.5437, 586.9899,TRUE,7,43:30.5,,Fixation
608.8392, 579.9928,TRUE,7,43:30.5,,Fixation
626.2253, 566.7952,TRUE,7,43:30.5,,Fixation
656.5731, 565.0135,TRUE,7,43:30.5,,Fixation
847.5076, 523.1602,FALSE,7,43:30.6,,Fixation
759.6678, 527.9624,TRUE,7,43:30.5,,Fixation
814.5367, 530.5059,FALSE,7,43:30.6,,Saccade
806.2967, 533.757,FALSE,7,43:30.6,,Saccade
807.7843, 531.9779,FALSE,7,43:30.6,,Saccade
824.5792, 544.2609,FALSE,7,43:30.6,,Saccade
821.7002, 535.3051,FALSE,7,43:30.7,,Saccade
824.5792, 544.2609,TRUE,7,43:30.7,,Fixation
821.3146, 512.8831,TRUE,7,43:30.7,,Fixation
820.7728, 523.765,TRUE,7,43:30.7,,Fixation
819.5707, 525.931,TRUE,7,43:30.7,,Fixation
812.4396, 544.4239,TRUE,7,43:30.7,,Fixation
815.6884, 539.1269,TRUE,7,43:30.8,,Fixation
811.5292, 525.6578,TRUE,7,43:30.8,,Fixation
828.8179, 531.2047,TRUE,7,43:30.8,,Fixation
830.9679, 518.4698,TRUE,7,43:30.8,,Fixation
817.9799, 524.8912,TRUE,7,43:30.8,,Fixation
807.6744, 543.5841,TRUE,7,43:30.8,,Fixation
818.9338, 518.6992,TRUE,7,43:30.9,,Fixation
822.7574, 524.8865,TRUE,7,43:31.0,,Fixation
805.422, 532.537,TRUE,7,43:31.0,,Fixation
824.8143, 528.1606,TRUE,7,43:31.1,,Fixation
824.3792, 521.9514,TRUE,7,43:31.1,,Fixation
945.2856, 524.8649,TRUE,4,43:31.4,,Fixation
832.3208, 508.4802,TRUE,7,43:31.4,,Fixation
834.9308, 490.8262,TRUE,7,43:31.5,,Fixation
821.131, 480.3424,TRUE,7,43:31.6,,Fixation
850.9714, 513.6537,TRUE,7,43:31.6,,Fixation
851.5081, 490.2372,TRUE,7,43:31.6,,Fixation
837.4539, 487.9993,TRUE,7,43:31.6,,Fixation
819.7675, 497.7992,TRUE,7,43:31.6,,Fixation
833.6477, 499.1181,TRUE,7,43:31.7,,Fixation
840.1892, 500.3131,TRUE,7,43:31.7,,Fixation
831.0258, 494.1124,TRUE,7,43:31.7,,Fixation
834.3218, 516.4518,TRUE,7,43:31.7,,Fixation
839.4819, 503.4758,TRUE,7,43:31.8,,Fixation
830.3488, 473.3141,TRUE,7,43:31.8,,Fixation
825.5007, 486.5204,TRUE,7,43:31.8,,Fixation
844.2502, 465.1881,TRUE,7,43:31.9,,Fixation
836.2018, 517.3616,TRUE,7,43:31.9,,Fixation
830.7938, 507.8678,TRUE,7,43:31.9,,Fixation
753.9205, 468.6216,TRUE,7,43:32.0,,Fixation
783.1067, 504.7825,TRUE,7,43:32.0,,Fixation
766.4817, 484.6962,TRUE,7,43:32.0,,Fixation
744.1902, 491.8909,TRUE,7,43:32.0,,Fixation
745.7125, 501.4931,TRUE,7,43:32.0,,Fixation
747.099, 483.0544,FALSE,7,43:32.1,,Saccade
749.6031, 482.0513,FALSE,7,43:32.1,,Saccade
743.1144, 496.8315,FALSE,7,43:32.2,,Saccade
763.9183, 517.3716,FALSE,7,43:32.2,,Saccade
772.3176, 667.5869,FALSE,7,43:32.3,,Saccade
697.7229, 786.1653,FALSE,7,43:32.3,,Saccade
747.6116, 831.1652,FALSE,7,43:32.3,,Saccade
739.9633, 842.4395,FALSE,7,43:32.4,,Saccade
744.2161, 822.1004,FALSE,7,43:32.4,,Saccade
737.9276, 829.7958,FALSE,7,43:32.4,,Saccade
743.0626, 557.9668,FALSE,7,43:32.5,,Saccade
743.2231, 341.4943,FALSE,7,43:32.5,,Fixation
742.9821, 315.3253,FALSE,7,43:32.5,,Fixation
746.375, 282.3927,FALSE,7,43:32.5,,Fixation
735.5331, 300.5829,FALSE,7,43:32.6,,Fixation
744.5996, 290.7275,FALSE,7,43:32.6,,Fixation
730.9741, 280.0791,FALSE,7,43:32.7,,Fixation
729.279, 304.1291,FALSE,7,43:32.8,,Fixation
740.0215, 278.7155,FALSE,7,43:32.7,,Fixation
723.4506, 310.186,FALSE,7,43:32.8,,Fixation
735.8, 294.3668,FALSE,7,43:32.8,,Fixation
752.6257, 282.6985,TRUE,7,43:32.9,,Fixation
734.3729, 277.5263,TRUE,7,43:32.9,,Fixation
732.1173, 288.6541,TRUE,7,43:32.9,,Fixation
725.3127, 311.2316,TRUE,7,43:32.9,,Fixation
581.2109, 437.283,FALSE,7,43:32.9,,Saccade
489.0682, 582.8467,FALSE,7,43:33.0,,Saccade
472.9916, 668.9457,FALSE,7,43:33.0,,Fixation
462.8227, 690.5055,FALSE,7,43:33.0,,Fixation
467.6049, 659.9442,FALSE,7,43:33.0,,Fixation
460.1644, 696.6813,FALSE,7,43:33.0,,Fixation
466.2094, 686.2369,FALSE,7,43:33.1,,Fixation
461.304, 702.0507,FALSE,7,43:33.1,,Fixation
492.8745, 671.6371,FALSE,7,43:33.1,,Fixation
485.9915, 687.9493,FALSE,7,43:33.1,,Fixation
474.5079, 698.4954,TRUE,7,43:33.2,,Fixation
473.918, 681.9539,TRUE,7,43:33.2,,Fixation
477.8663, 639.7161,TRUE,7,43:33.2,,Fixation
459.7369, 632.2473,TRUE,7,43:33.2,,Fixation
484.5779, 631.0952,TRUE,7,43:33.3,,Fixation
489.2451, 638.9051,TRUE,7,43:33.4,,Fixation
476.1383, 629.7448,TRUE,7,43:33.4,,Fixation
497.6188, 605.0255,TRUE,7,43:33.4,,Fixation
471.8703, 651.6133,TRUE,7,43:33.4,,Fixation
477.3109, 643.2226,TRUE,7,43:33.4,,Fixation
476.4177, 639.4374,TRUE,7,43:33.5,,Fixation
470.3213, 643.9523,TRUE,7,43:33.5,,Fixation
326.1199, 456.4001,FALSE,7,43:33.5,,Saccade
348.3242, 451.6787,FALSE,7,43:33.5,,Saccade
323.8669, 483.6384,FALSE,7,43:33.6,,Saccade
347.087, 497.8038,TRUE,7,43:33.7,,Fixation
339.6018, 470.5519,TRUE,7,43:33.7,,Fixation
332.2062, 474.6632,TRUE,7,43:33.7,,Fixation
264.1461, 471.1562,TRUE,7,43:33.7,,Fixation
208.2523, 420.3248,TRUE,7,43:33.7,,Fixation
173.0588, 435.8978,FALSE,7,43:33.8,,Fixation
180.2939, 419.2546,FALSE,7,43:33.8,,Fixation
183.6268, 416.627,FALSE,7,43:33.8,,Fixation
188.1213, 396.9848,FALSE,7,43:33.8,,Fixation
178.6345, 437.827,FALSE,7,43:33.9,,Fixation
161.3177, 415.5959,FALSE,7,43:33.9,,Fixation
167.1714, 407.555,TRUE,7,43:33.9,,Fixation
188.7728, 396.5117,TRUE,7,43:34.0,,Fixation
171.89, 411.3269,TRUE,7,43:34.0,,Fixation
188.8005, 438.5558,TRUE,7,43:34.0,,Fixation
179.1606, 407.6595,TRUE,7,43:34.0,,Fixation
159.1658, 406.9364,TRUE,7,43:34.0,,Fixation
177.9652, 431.9988,TRUE,7,43:34.0,,Fixation
180.9922, 434.9498,TRUE,7,43:34.1,,Fixation
172.9089, 410.1642,TRUE,7,43:34.1,,Fixation
169.336, 427.738,TRUE,7,43:34.1,,Fixation
168.3095, 410.4078,TRUE,7,43:34.1,,Fixation
159.6616, 404.7538,TRUE,7,43:34.1,,Fixation
168.3114, 398.6109,TRUE,7,43:34.2,,Fixation
163.0049, 386.6466,TRUE,7,43:34.2,,Fixation
185.3879, 399.7133,TRUE,7,43:34.2,,Fixation
169.6968, 407.0192,TRUE,7,43:34.2,,Fixation
336.0725, 413.433,FALSE,7,43:34.3,,Saccade
684.4899, 445.2915,FALSE,7,43:34.3,,Saccade
988.729, 452.1234,FALSE,7,43:34.3,,Saccade
1195.501, 482.7774,FALSE,7,43:34.3,,Saccade
1259.1514, 473.9098,FALSE,7,43:34.3,,Saccade
1247.9956, 495.0541,FALSE,7,43:34.4,,Saccade
1242.2006, 486.4478,FALSE,7,43:34.4,,Saccade
1256.0947, 497.8134,FALSE,7,43:34.4,,Saccade
1242.2006, 486.4478,FALSE,7,43:34.4,,Saccade
1251.145, 486.7645,FALSE,7,43:34.4,,Saccade
1256.8718, 492.3679,FALSE,7,43:34.4,,Saccade
1260.1638, 499.9898,TRUE,7,43:34.5,,Fixation
1274.9875, 492.2284,TRUE,7,43:34.5,,Fixation
1265.7261, 501.2476,TRUE,7,43:34.6,,Fixation
1259.9341, 495.5237,TRUE,7,43:34.6,,Fixation
1264.4707, 460.1611,TRUE,7,43:34.6,,Fixation
1248.6591, 492.9598,TRUE,7,43:34.6,,Fixation
1252.6465, 497.1743,TRUE,7,43:34.6,,Fixation
1250.2057, 479.1733,TRUE,7,43:34.7,,Fixation
1255.4634, 477.4993,TRUE,7,43:34.7,,Fixation
1255.6238, 502.0686,TRUE,7,43:34.7,,Fixation
1269.2126, 503.2616,TRUE,7,43:34.7,,Fixation
1263.1729, 495.9927,TRUE,7,43:34.7,,Fixation
1258.6735, 456.2212,TRUE,7,43:34.8,,Fixation
1259.1604, 494.8752,TRUE,7,43:34.8,,Fixation
1432.8929, 678.2128,FALSE,7,43:34.8,,Fixation
1397.5353, 694.4958,FALSE,7,43:34.9,,Fixation
1397.437, 702.3212,FALSE,7,43:34.9,,Fixation
1407.6824, 707.628,FALSE,7,43:34.9,,Fixation
1407.302, 715.5052,TRUE,7,43:35.0,,Fixation
1386.3794, 715.6544,FALSE,7,43:34.9,,Saccade
1145.4744, 731.2936,FALSE,7,43:35.0,,Saccade
823.9608, 730.8774,FALSE,7,43:35.0,,Saccade
291.8417, 723.7306,FALSE,7,43:35.0,,Fixation
286.7071, 725.0327,FALSE,7,43:35.0,,Fixation
281.6466, 738.0623,FALSE,7,43:35.1,,Fixation
281.6807, 720.2808,FALSE,7,43:35.1,,Fixation
271.9886, 727.7886,FALSE,7,43:35.1,,Fixation
273.0755, 730.4315,FALSE,7,43:35.1,,Fixation
264.1794, 725.3934,FALSE,7,43:35.2,,Fixation
277.0568, 732.2063,FALSE,7,43:35.2,,Fixation
277.5263, 725.9802,FALSE,7,43:35.2,,Fixation
274.8657, 743.3474,FALSE,7,43:35.2,,Fixation
281.3288, 706.8149,TRUE,7,43:35.2,,Fixation
246.8849, 718.0258,TRUE,7,43:35.3,,Fixation
264.301, 732.404,TRUE,7,43:35.3,,Fixation
614.6453, 617.5858,FALSE,7,43:35.4,,Saccade
631.0627, 592.9713,FALSE,7,43:35.4,,Saccade
638.29, 591.5156,FALSE,7,43:35.4,,Saccade
692.5639, 629.245,FALSE,4,43:35.5,,Saccade
1478.0028, 614.9105,FALSE,4,43:35.6,,Saccade
1451.8656, 631.1504,FALSE,4,43:35.7,,Saccade
1214.6663, 601.2461,FALSE,7,43:35.9,,Saccade
1234.0378, 602.2015,FALSE,7,43:35.9,,Saccade
1220.5175, 596.0897,FALSE,7,43:35.9,,Saccade
1244.8552, 592.6674,FALSE,7,43:35.9,,Saccade
1220.606, 574.1715,FALSE,7,43:36.0,,Fixation
1208.4697, 590.6946,FALSE,7,43:36.0,,Fixation
1221.9077, 581.7411,FALSE,7,43:36.0,,Fixation
1213.1538, 593.0407,FALSE,7,43:36.0,,Fixation
1200.8201, 596.9297,FALSE,7,43:36.1,,Fixation
1128.6094, 603.4646,TRUE,7,43:36.1,,Fixation
802.4412, 644.46,FALSE,7,43:36.1,,Saccade
678.8643, 659.7011,FALSE,7,43:36.1,,Saccade
697.1807, 659.0649,FALSE,7,43:36.1,,Saccade
696.8041, 655.4757,FALSE,7,43:36.2,,Saccade
670.8891, 669.4454,FALSE,7,43:36.2,,Saccade
679.8563, 636.8384,TRUE,7,43:36.2,,Fixation
688.6233, 639.4696,TRUE,7,43:36.2,,Fixation
677.6394, 646.2009,TRUE,7,43:36.3,,Fixation
661.8481, 649.1514,TRUE,7,43:36.3,,Fixation
685.2457, 640.547,TRUE,7,43:36.3,,Fixation
687.793, 644.4078,TRUE,7,43:36.3,,Fixation
684.3102, 648.3253,TRUE,7,43:36.3,,Fixation
709.1836, 661.5874,TRUE,7,43:36.4,,Fixation
683.4606, 654.2908,TRUE,7,43:36.4,,Fixation
693.4714, 636.4604,TRUE,7,43:36.4,,Fixation
690.3567, 640.5657,TRUE,7,43:36.5,,Fixation
700.2661, 635.9924,TRUE,7,43:36.5,,Fixation
754.4846, 598.3781,TRUE,7,43:36.5,,Fixation
776.8455, 568.3853,TRUE,7,43:36.5,,Fixation
772.9614, 568.7942,TRUE,7,43:36.6,,Fixation
786.8243, 579.8011,TRUE,7,43:36.6,,Fixation
771.0129, 565.7436,TRUE,7,43:36.6,,Fixation
751.5952, 593.7328,TRUE,7,43:36.7,,Fixation
779.0319, 573.9861,TRUE,7,43:36.7,,Fixation
759.5087, 581.6962,TRUE,7,43:36.7,,Fixation
755.0253, 556.6276,TRUE,7,43:36.7,,Fixation
765.0452, 589.5446,TRUE,7,43:36.8,,Fixation
764.2411, 558.0342,TRUE,7,43:36.8,,Fixation
773.9036, 555.6533,TRUE,7,43:36.8,,Fixation
807.6477, 281.5202,FALSE,7,43:36.8,,Saccade
796.4291, 84.0542,FALSE,7,43:36.9,,Saccade
793.4315, 113.3447,FALSE,7,43:36.9,,Saccade
786.6782, 85.7135,FALSE,7,43:36.9,,Saccade
775.1382, 116.0318,FALSE,7,43:37.0,,Saccade
779.7042, 122.3002,FALSE,7,43:37.0,,Saccade
654.1066, 393.0531,FALSE,7,43:37.0,,Saccade
565.8102, 651.572,FALSE,7,43:37.0,,Saccade
519.999, 689.6587,FALSE,4,43:37.1,,Saccade
510.3395, 701.4695,FALSE,4,43:37.1,,Saccade
705.3406, 726.013,FALSE,4,43:37.1,,Saccade
705.3406, 726.013,FALSE,4,43:37.1,,Saccade
839.8769, 661.2639,FALSE,4,43:37.4,,Saccade
818.0092, 680.4552,FALSE,4,43:37.6,,Saccade
830.9987, 695.3391,FALSE,4,43:37.6,,Saccade
813.5798, 676.1832,FALSE,4,43:37.6,,Saccade
842.1119, 662.6248,FALSE,4,43:37.7,,Saccade
829.2401, 673.1992,TRUE,4,43:37.8,,Fixation
843.4501, 676.8857,TRUE,4,43:37.8,,Fixation
717.889, 663.6223,TRUE,7,43:38.0,,Fixation
704.8346, 669.2992,TRUE,7,43:38.0,,Fixation
828.5469, 685.1079,TRUE,4,43:37.9,,Fixation
730.3783, 669.3419,TRUE,7,43:38.0,,Fixation
718.0879, 684.6895,TRUE,7,43:38.1,,Fixation
698.8961, 666.913,TRUE,7,43:38.0,,Fixation
708.3683, 643.8784,TRUE,7,43:38.1,,Fixation
703.7032, 688.6791,TRUE,7,43:38.1,,Fixation
722.8962, 669.7263,TRUE,7,43:38.1,,Fixation
677.8091, 633.2036,TRUE,7,43:38.1,,Fixation
650.0137, 623.1016,TRUE,7,43:38.2,,Fixation
654.1954, 633.8661,TRUE,7,43:38.2,,Fixation
659.1938, 626.9935,TRUE,7,43:38.2,,Fixation
689.6483, 615.0505,TRUE,4,43:38.2,,Fixation
714.041, 597.1352,TRUE,4,43:38.2,,Fixation
688.4037, 612.2607,TRUE,4,43:38.3,,Fixation
901.3228, 759.1229,FALSE,4,43:38.7,,Saccade
910.0817, 759.1755,FALSE,4,43:38.7,,Saccade
900.0142, 733.9191,FALSE,4,43:38.8,,Saccade
773.6836, 610.6157,FALSE,4,43:38.8,,Fixation
826.7128, 564.9831,FALSE,4,43:38.9,,Fixation
802.1364, 567.2241,FALSE,4,43:38.9,,Fixation
818.4462, 584.2388,TRUE,4,43:38.9,,Fixation
801.7571, 577.3646,FALSE,4,43:39.0,,Saccade
817.6911, 553.8868,FALSE,4,43:39.1,,Saccade
702.3526, 554.6965,FALSE,7,43:39.1,,Saccade
726.478, 562.9919,FALSE,7,43:39.1,,Saccade
711.9946, 573.8768,FALSE,7,43:39.2,,Saccade
913.2014, 651.6748,FALSE,4,43:39.3,,Saccade
979.3704, 601.8899,FALSE,4,43:39.4,,Saccade
824.4197, 553.8148,FALSE,7,43:39.5,,Fixation
825.5137, 557.005,FALSE,7,43:39.5,,Fixation
853.7765, 561.6331,FALSE,7,43:39.5,,Fixation
832.6135, 548.7322,TRUE,7,43:39.6,,Fixation
26.1285, 881.7258,FALSE,4,43:39.6,,Saccade
27.6157, 812.5881,FALSE,4,43:39.6,,Saccade
9.9615, 409.2994,FALSE,4,43:39.8,,Saccade
814.67, 386.0446,FALSE,4,43:41.0,,Saccade
768.363, 252.7885,FALSE,4,43:41.2,,Saccade
806.8875, 266.4248,FALSE,4,43:41.2,,Saccade
755.9518, 280.503,FALSE,4,43:41.3,,Saccade
